firm_id,year,revenue,expenses,employees,rd_spend,debt,profit_margin
450,2020,508798.16,189515.3,412,49169.75,276800.69,0.095
451,2020,345204.69,353766.01,444,117971.24,166481.38,0.121
452,2020,344590.55,363105.55,148,54014.75,139605.7,0.108
453,2020,459705.84,273219.28,149,109083.72,248543.52,0.12
454,2020,700282.58,423813.61,79,92815.83,172559.12,0.123
455,2019,468849.04,286495.0,67,60613.18,274195.55,0.123
456,2017,319622.85,311301.88,48,133259.33,243190.42,0.192
457,2020,470510.83,284423.54,116,44190.9,247849.85,0.095
458,2022,467273.17,301402.11,29,107574.63,104383.1,0.161
459,2017,176373.6,201335.24,261,110017.47,284836.08,0.211
460,2017,493484.62,170395.42,333,59881.39,218287.54,0.124
461,2016,472287.86,443505.46,463,121773.96,174150.6,0.114
462,2019,583544.76,223773.48,251,72498.6,210037.19,0.138
463,2020,721874.73,210774.69,296,88660.81,75663.53,0.209
464,2015,635187.8,106194.89,303,87809.66,228605.7,0.16
465,2018,467733.36,242493.44,222,75970.74,127943.99,0.123
466,2021,367216.89,180921.92,266,104324.25,105313.08,0.174
467,2022,808803.18,447781.36,309,103804.66,93434.86,0.095
468,2015,507106.21,390883.54,283,27544.04,277888.19,0.184
469,2019,501671.52,238066.47,462,119130.21,155951.56,0.17
470,2018,497104.99,502719.22,233,30125.24,307360.94,0.135
471,2019,523770.17,388358.89,219,110976.39,162493.9,0.108
472,2022,482676.75,270765.18,452,113801.15,80484.94,0.106
473,2017,431160.56,75053.49,98,47271.01,121843.29,0.177
474,2018,434376.93,506184.83,420,67675.57,286506.81,0.211
475,2017,496069.61,174938.48,463,46828.86,189087.13,0.118
476,2022,434789.03,151914.11,362,73552.37,161619.89,0.173
477,2015,414458.51,392031.34,363,70758.97,211201.28,0.046
478,2022,512771.63,519577.72,192,103389.82,235124.79,0.121
479,2015,469402.73,424584.55,486,119309.26,278217.92,0.148
480,2018,680479.16,350751.82,88,121870.51,301394.95,0.105
481,2018,181883.62,353527.89,435,63134.96,174816.19,0.103
482,2020,630980.82,376807.4,447,73723.34,107176.66,0.117
483,2019,649530.22,368303.57,468,29496.85,171057.44,0.165
484,2020,251193.17,325307.23,106,55823.9,218219.64,0.141
485,2019,458877.49,309378.1,120,108945.55,132536.88,0.038
486,2020,455427.1,294366.62,27,128467.48,132999.44,0.044
487,2017,331098.6,232143.19,352,42969.53,224065.15,0.12
488,2018,406662.0,274739.24,219,62226.07,196594.34,0.173
489,2015,366730.9,147633.89,106,79207.83,202295.79,0.013
490,2019,710272.45,291149.43,62,88404.83,146905.33,0.125
491,2022,612281.41,211026.8,404,55711.89,183871.95,0.124
492,2019,652586.61,200676.96,128,92721.83,135303.68,0.219
493,2015,586600.65,316190.47,454,65784.82,262313.89,0.131
494,2020,364513.79,425280.21,427,79566.43,272467.45,0.169
495,2019,437057.57,382648.49,171,96388.53,70766.85,0.157
496,2021,558724.95,158654.95,36,80192.67,134934.24,0.043
497,2017,353344.66,210933.47,152,66908.42,95242.95,0.188
498,2018,585559.81,384669.41,167,76711.71,154498.32,0.161
499,2015,471160.95,211576.13,296,77349.11,194159.34,0.175
500,2018,455021.5,279783.02,251,68899.67,98524.83,0.346
